cell_name,genes
NA,ABTB2;ACSL1;ADAR;ADM;AIM2;ALDH1A1;ALYREF;AMPH;ANGPTL1;ANKFY1;ANKRD22;APOBEC3A;APOL2;AQP9;ARG2;ARNTL;ATF3;ATP10D;B2M;B4GALT5;BATF2;BCL2L14;BCL3;BTN3A3;BUB1;C10orf10;C15orf48;C22orf28;C4orf33;C5orf27;C9orf91;CASP7;CCDC109B;CCL4;CCL5;CCNA1;CCR1;CD163;CD274;CD38;CD69;CD80;CFB;CLEC4D;CLEC4E;CMAHP;COMMD3;CPT1A;CREB3L3;CRP;CRY1;CSRNP1;CTCFL;CXCL10;CXCL11;CXCL9;DCP1A;DDIT4;DDX58;DDX60;DTX3L;EIF3L;Endothelial cells DARC+;ENPP1;ETV6;ETV7;EXT1;FAM134B;FCGR1A;FFAR2;Fibroblasts KCNN3+ LY6H+;Fibroblasts SFRP2+ SLPI+;Fibroblasts SMOC2+ PTGIS+;FKBP5;FNDC4;FTSJD2;FUT4;FZD5;G6PC;GAK;GALNT2;GBA;GBP3;GBP5;GCH1;GK;Glial cells;GLRX;GPX2;GZMB;HERC6;HESX1;HLA-G;HSH2D;IDO1;IFI30;IFIT5;IFNLR1;IL15;IL15RA;IL17RB;IL1RN;IMPA2;Inflammatory fibroblasts IL11+ CHI3L1+;IRF2;JAK2;JUNB;KIAA0040;LAMP3;LGMN;LPCAT1;Lymphatics;MAP3K14;MAP3K5;MARCKS;MASTL;MAX;MB21D1;MCOLN2;MICB;MKX;MSR1;MT1F;MT1H;MT1M;MT1X;MTHFD2L;MVB12B;MYD88;MYOF;NAMPT;NAPA;NCF1;NCOA3;NDC80;NEURL3;NFIL3;NMI;NOD2;NPAS2;NT5C3;OASL;ODC1;OGFR;P2RY6;PADI2;PARP9;PDGFRL;PDK1;Pericytes HIGD1B+ STEAP4+;Pericytes RERGL+ NTRK2+;PFKFB3;PHF15;PI4K2B;PLIN2;PMAIP1;PMM2;PNPT1;PNRC1;PPM1K;PUS1;PXK;RASSF4;RBCK1;RBM25;RNASE4;RNF19B;RNF213;RTP4;S100A8;SAA1;SAMD4A;SAMHD1;SCO2;SECTM1;SERPINB9;SERPINE1;SERPING1;SIRPA;SLC15A3;SLC16A1;SLC1A1;SLC25A28;SLC25A30;SMAD3;SNN;SOCS1;ST3GAL4;STAP1;STARD5;STEAP4;Stromal Cycling cells;TAGAP;TAP2;TDRD7;TFEC;TLK2;TLR3;TMEM140;TMEM255A;TMEM51;TNFAIP6;TNFRSF10A;TNFSF13B;TRAFD1;TRIM14;TRIM21;TRIM25;TRIM34;TXNIP;ULK4;UNC93B1;UPP2;WHAMM;ZBP1;ZNF385B
NA,ABTB2;ACSL1;Activated fibroblasts CCL19+ ADAMADEC1+;ADAMDEC1;ADM;AHNAK2;AIM2;AKT3;ALDH1A1;AMPH;ANGPTL1;ANKFY1;ANKRD22;APOBEC3A;APOL1;APOL2;AQP9;ARG2;ARHGEF3;ARNTL;ATF3;ATP10D;BAG1;BATF2;BCL2L14;BLVRA;BST2;BUB1;C1S;C22orf28;C4orf33;C5orf27;C9orf91;CCDC109B;CCDC92;CCL19;CCL2;CCL4;CCL8;CCNA1;CCR1;CD163;CD274;CD38;CD69;CD80;CDK17;CEBPD;CES1;CFB;CLEC2B;CLEC4D;CLEC4E;CMAHP;COMMD3;CREB3L3;CRP;CSRNP1;CTCFL;CXCL10;CXCL11;CXCL9;CYTH1;DCP1A;DDX58;DTX3L;EIF3L;ELF1;Endothelial cells LTC4S+ SEMA3G+;ENPP1;EPSTI1;ERLIN1;ETV6;ETV7;EXT1;FAM134B;FAM46A;FCGR1A;FFAR2;Fibroblasts ADAMDEC1+;Fibroblasts KCNN3+ LY6H+;Fibroblasts NPY+ SLITRK6+;Fibroblasts SFRP2+ SLPI+;Fibroblasts SMOC2+ PTGIS+;FKBP5;FNDC3B;FNDC4;FTSJD2;FUT4;FZD5;G6PC;GAK;GALNT2;GBA;GBP1;GBP2;GBP3;GBP5;GCH1;GEM;GK;GPX2;GZMB;HELZ2;HERC6;HESX1;HLA-F;HLA-G;HSH2D;IDO1;IFI30;IFI35;IFI44;IFIT1;IFIT2;IFIT3;IFIT5;IFITM3;IFNGR1;IFNLR1;IL15;IL15RA;IL17RB;IL1R1;IL1RN;IMPA2;Inflammatory fibroblasts IL11+ CHI3L1+;ISG20;JAK2;JUNB;KIAA0040;LAMP3;LAP3;LGALS3;LGMN;LPCAT1;LRG1;Lymphatics;MAB21L2;MAFB;MAFF;MAP3K14;MAP3K5;MARCKS;MASTL;MAX;MB21D1;MCL1;MCOLN2;MICB;MKX;MSR1;MT1F;MT1H;MT1M;MT1X;MTHFD2L;MVB12B;MX1;MYD88;Myofibroblasts GREM1+ GREM2+;Myofibroblasts HHIP+ NPNT+;NDC80;NEURL3;NFIL3;NMI;NOD2;NPAS2;NT5C3;OAS2;OAS3;OASL;ODC1;OGFR;OPTN;P2RY6;PADI2;PARP12;PARP9;PDGFRL;PDK1;PFKFB3;PHF11;PHF15;PIM3;PLIN2;PLSCR1;PMM2;PPM1K;PUS1;PXK;RARRES3;RASSF4;RBCK1;RBM25;RGS1;RNASE4;RNF114;RNF19B;RNF213;RPL22;RTP4;S100A8;SAA1;SAMD4A;SAMHD1;SCARB2;SCO2;SECTM1;SERPINE1;SERPING1;SIRPA;SLC15A3;SLC1A1;SLC25A28;SLC25A30;SMAD3;SNN;SOCS1;SP110;SPATS2L;SPSB1;ST3GAL4;STAP1;STARD5;STAT1;Stromal Cycling cells;SUN2;TAGAP;TAP1;TAP2;TBX3;TDRD7;TFEC;TIMP1;TLK2;TLR3;TMEM140;TMEM255A;TMEM51;TNFAIP3;TNFAIP6;TNFRSF10A;TNFSF13B;TRAFD1;TRIM14;TRIM21;TRIM34;TRIM38;TRIM5;TYMP;ULK4;UNC93B1;UPP2;USP18;VMP1;WHAMM;ZBP1;ZNF385B
NA,ABTB2;ACSL1;ADM;AIM2;ALDH1A1;AMPH;ANGPTL1;ANKFY1;ANKRD22;APOBEC3A;APOL2;AQP9;ARG2;ARNTL;ATF3;ATP10D;BATF2;BCL2L14;BUB1;C22orf28;C4orf33;C5orf27;C9orf91;CCDC109B;CCL4;CCNA1;CCR1;CD163;CD274;CD38;CD69;CD80;CFB;CLEC4D;CLEC4E;CMAHP;COMMD3;CREB3L3;CRP;CSRNP1;CTCFL;CXCL10;CXCL11;CXCL9;DCP1A;DDX58;DTX3L;EIF3L;ENPP1;ETV6;ETV7;EXT1;FAM134B;FCGR1A;FFAR2;Fibroblasts KCNN3+ LY6H+;Fibroblasts SFRP2+ SLPI+;Fibroblasts SMOC2+ PTGIS+;FKBP5;FNDC4;FTSJD2;FUT4;FZD5;G6PC;GAK;GALNT2;GBA;GBP3;GBP5;GCH1;GK;GPX2;GZMB;HERC6;HESX1;HLA-G;HSH2D;IDO1;IFI30;IFIT5;IFNLR1;IL15;IL15RA;IL17RB;IL1RN;IMPA2;Inflammatory fibroblasts IL11+ CHI3L1+;JAK2;JUNB;KIAA0040;LAMP3;LGMN;LPCAT1;Lymphatics;MAP3K14;MAP3K5;MARCKS;MASTL;MAX;MB21D1;MCOLN2;MICB;MKX;MSR1;MT1F;MT1H;MT1M;MT1X;MTHFD2L;MVB12B;MYD88;NDC80;NEURL3;NFIL3;NMI;NOD2;NPAS2;NT5C3;OASL;ODC1;OGFR;P2RY6;PADI2;PARP9;PDGFRL;PDK1;PFKFB3;PHF15;PLIN2;PMM2;PPM1K;PUS1;PXK;RASSF4;RBCK1;RBM25;RNASE4;RNF19B;RNF213;RTP4;S100A8;SAA1;SAMD4A;SAMHD1;SCO2;SECTM1;SERPINE1;SERPING1;SIRPA;SLC15A3;SLC1A1;SLC25A28;SLC25A30;SMAD3;SNN;SOCS1;ST3GAL4;STAP1;STARD5;Stromal Cycling cells;TAGAP;TAP2;TDRD7;TFEC;TLK2;TLR3;TMEM140;TMEM255A;TMEM51;TNFAIP6;TNFRSF10A;TNFSF13B;TRAFD1;TRIM14;TRIM21;TRIM34;ULK4;UNC93B1;UPP2;WHAMM;ZBP1;ZNF385B
NA,Activated fibroblasts CCL19+ ADAMADEC1+;ADAMDEC1;AHNAK2;AKT3;APOL1;BAG1;BLVRA;C1S;CCDC92;CCL19;CCL2;CCL8;CD9;CEBPD;CES1;EPSTI1;FAM46A;Fibroblasts ADAMDEC1+;Fibroblasts NPY+ SLITRK6+;FNDC3B;GBP1;GBP2;GEM;IFI35;IFIT2;IL1R1;IL6ST;LGALS3;MAB21L2;MAFB;MCL1;Myofibroblasts GREM1+ GREM2+;Myofibroblasts HHIP+ NPNT+;OPTN;PHF11;RARRES3;RGS1;RPL22;SCARB2;SPATS2L;SPSB1;STAT1;SUN2;TBX3;TCF7L2;TIMP1;TNFAIP3;TRIM5;TYMP;VMP1
NA,ABTB2;ACSL1;Activated fibroblasts CCL19+ ADAMADEC1+;ADAMDEC1;ADM;AHNAK2;AIM2;AKT3;ALDH1A1;AMPH;ANGPTL1;ANKFY1;ANKRD22;APOBEC3A;APOL1;APOL2;AQP9;ARG2;ARHGEF3;ARNTL;ATF3;ATP10D;BAG1;BATF2;BCL2L14;BLVRA;BST2;BUB1;C1S;C22orf28;C4orf33;C5orf27;C9orf91;CCDC109B;CCDC92;CCL19;CCL2;CCL4;CCL8;CCNA1;CCR1;CD163;CD274;CD38;CD69;CD80;CDK17;CEBPD;CES1;CFB;CLEC2B;CLEC4D;CLEC4E;CMAHP;COMMD3;CREB3L3;CRP;CSRNP1;CTCFL;CXCL10;CXCL11;CXCL9;CYTH1;DCP1A;DDX58;DTX3L;EIF3L;ELF1;Endothelial cells LTC4S+ SEMA3G+;ENPP1;EPSTI1;ERLIN1;ETV6;ETV7;EXT1;FAM134B;FAM46A;FCGR1A;FFAR2;Fibroblasts ADAMDEC1+;Fibroblasts KCNN3+ LY6H+;Fibroblasts NPY+ SLITRK6+;Fibroblasts SFRP2+ SLPI+;Fibroblasts SMOC2+ PTGIS+;FKBP5;FNDC3B;FNDC4;FTSJD2;FUT4;FZD5;G6PC;GAK;GALNT2;GBA;GBP1;GBP2;GBP3;GBP5;GCH1;GEM;GK;GPX2;GZMB;HELZ2;HERC6;HESX1;HLA-F;HLA-G;HSH2D;IDO1;IFI30;IFI35;IFI44;IFIT1;IFIT2;IFIT3;IFIT5;IFITM3;IFNGR1;IFNLR1;IL15;IL15RA;IL17RB;IL1R1;IL1RN;IMPA2;Inflammatory fibroblasts IL11+ CHI3L1+;ISG20;JAK2;JUNB;KIAA0040;LAMP3;LAP3;LGALS3;LGMN;LPCAT1;LRG1;Lymphatics;MAB21L2;MAFB;MAFF;MAP3K14;MAP3K5;MARCKS;MASTL;MAX;MB21D1;MCL1;MCOLN2;MICB;MKX;MSR1;MT1F;MT1H;MT1M;MT1X;MTHFD2L;MVB12B;MX1;MYD88;Myofibroblasts GREM1+ GREM2+;Myofibroblasts HHIP+ NPNT+;NDC80;NEURL3;NFIL3;NMI;NOD2;NPAS2;NT5C3;OAS2;OAS3;OASL;ODC1;OGFR;OPTN;P2RY6;PADI2;PARP12;PARP9;PDGFRL;PDK1;PFKFB3;PHF11;PHF15;PIM3;PLIN2;PLSCR1;PMM2;PPM1K;PUS1;PXK;RARRES3;RASSF4;RBCK1;RBM25;RGS1;RNASE4;RNF114;RNF19B;RNF213;RPL22;RTP4;S100A8;SAA1;SAMD4A;SAMHD1;SCARB2;SCO2;SECTM1;SERPINE1;SERPING1;SIRPA;SLC15A3;SLC1A1;SLC25A28;SLC25A30;SMAD3;SNN;SOCS1;SP110;SPATS2L;SPSB1;ST3GAL4;STAP1;STARD5;STAT1;Stromal Cycling cells;SUN2;TAGAP;TAP1;TAP2;TBX3;TDRD7;TFEC;TIMP1;TLK2;TLR3;TMEM140;TMEM255A;TMEM51;TNFAIP3;TNFAIP6;TNFRSF10A;TNFSF13B;TRAFD1;TRIM14;TRIM21;TRIM34;TRIM38;TRIM5;TYMP;ULK4;UNC93B1;UPP2;USP18;VMP1;WHAMM;ZBP1;ZNF385B
NA,Activated fibroblasts CCL19+ ADAMADEC1+;ADAMDEC1;AHNAK2;AKT3;APOL1;BAG1;BLVRA;C1S;CCDC92;CCL19;CCL2;CCL8;CEBPD;CES1;EPSTI1;FAM46A;Fibroblasts ADAMDEC1+;Fibroblasts NPY+ SLITRK6+;FNDC3B;GBP1;GBP2;GEM;IFI35;IFIT2;IL1R1;LGALS3;MAB21L2;MAFB;MCL1;Myofibroblasts GREM1+ GREM2+;Myofibroblasts HHIP+ NPNT+;OPTN;PHF11;RARRES3;RGS1;RPL22;SCARB2;SPATS2L;SPSB1;STAT1;SUN2;TBX3;TIMP1;TNFAIP3;TRIM5;TYMP;VMP1
NA,Activated fibroblasts CCL19+ ADAMADEC1+;ADAMDEC1;AHNAK2;AKT3;APOL1;BAG1;BLVRA;C1S;CCDC92;CCL19;CCL2;CCL8;CD9;CEBPD;CES1;EPSTI1;FAM46A;Fibroblasts ADAMDEC1+;Fibroblasts NPY+ SLITRK6+;FNDC3B;GBP1;GBP2;GEM;IFI35;IFIT2;IL1R1;IL6ST;LGALS3;MAB21L2;MAFB;MCL1;Myofibroblasts GREM1+ GREM2+;Myofibroblasts HHIP+ NPNT+;OPTN;PHF11;RARRES3;RGS1;RPL22;SCARB2;SPATS2L;SPSB1;STAT1;SUN2;TBX3;TCF7L2;TIMP1;TNFAIP3;TRIM5;TYMP;VMP1
NA,ABTB2;ACSL1;Activated fibroblasts CCL19+ ADAMADEC1+;ADAMDEC1;ADM;AHNAK2;AIM2;AKT3;ALDH1A1;AMPH;ANGPTL1;ANKFY1;ANKRD22;APOBEC3A;APOL1;APOL2;AQP9;ARG2;ARHGEF3;ARNTL;ATF3;ATP10D;BAG1;BATF2;BCL2L14;BLVRA;BST2;BUB1;C1S;C22orf28;C4orf33;C5orf27;C9orf91;CCDC109B;CCDC92;CCL19;CCL2;CCL4;CCL8;CCNA1;CCR1;CD163;CD274;CD38;CD69;CD80;CDK17;CEBPD;CES1;CFB;CLEC2B;CLEC4D;CLEC4E;CMAHP;COMMD3;CREB3L3;CRP;CSRNP1;CTCFL;CXCL10;CXCL11;CXCL9;CYTH1;DCP1A;DDX58;DTX3L;EIF3L;ELF1;Endothelial cells LTC4S+ SEMA3G+;ENPP1;EPSTI1;ERLIN1;ETV6;ETV7;EXT1;FAM134B;FAM46A;FCGR1A;FFAR2;Fibroblasts ADAMDEC1+;Fibroblasts KCNN3+ LY6H+;Fibroblasts NPY+ SLITRK6+;Fibroblasts SFRP2+ SLPI+;Fibroblasts SMOC2+ PTGIS+;FKBP5;FNDC3B;FNDC4;FTSJD2;FUT4;FZD5;G6PC;GAK;GALNT2;GBA;GBP1;GBP2;GBP3;GBP5;GCH1;GEM;GK;GPX2;GZMB;HELZ2;HERC6;HESX1;HLA-F;HLA-G;HSH2D;IDO1;IFI30;IFI35;IFI44;IFIT1;IFIT2;IFIT3;IFIT5;IFITM3;IFNGR1;IFNLR1;IL15;IL15RA;IL17RB;IL1R1;IL1RN;IMPA2;Inflammatory fibroblasts IL11+ CHI3L1+;ISG20;JAK2;JUNB;KIAA0040;LAMP3;LAP3;LGALS3;LGMN;LPCAT1;LRG1;Lymphatics;MAB21L2;MAFB;MAFF;MAP3K14;MAP3K5;MARCKS;MASTL;MAX;MB21D1;MCL1;MCOLN2;MICB;MKX;MSR1;MT1F;MT1H;MT1M;MT1X;MTHFD2L;MVB12B;MX1;MYD88;Myofibroblasts GREM1+ GREM2+;Myofibroblasts HHIP+ NPNT+;NDC80;NEURL3;NFIL3;NMI;NOD2;NPAS2;NT5C3;OAS2;OAS3;OASL;ODC1;OGFR;OPTN;P2RY6;PADI2;PARP12;PARP9;PDGFRL;PDK1;PFKFB3;PHF11;PHF15;PIM3;PLIN2;PLSCR1;PMM2;PPM1K;PUS1;PXK;RARRES3;RASSF4;RBCK1;RBM25;RGS1;RNASE4;RNF114;RNF19B;RNF213;RPL22;RTP4;S100A8;SAA1;SAMD4A;SAMHD1;SCARB2;SCO2;SECTM1;SERPINE1;SERPING1;SIRPA;SLC15A3;SLC1A1;SLC25A28;SLC25A30;SMAD3;SNN;SOCS1;SP110;SPATS2L;SPSB1;ST3GAL4;STAP1;STARD5;STAT1;Stromal Cycling cells;SUN2;TAGAP;TAP1;TAP2;TBX3;TDRD7;TFEC;TIMP1;TLK2;TLR3;TMEM140;TMEM255A;TMEM51;TNFAIP3;TNFAIP6;TNFRSF10A;TNFSF13B;TRAFD1;TRIM14;TRIM21;TRIM34;TRIM38;TRIM5;TYMP;ULK4;UNC93B1;UPP2;USP18;VMP1;WHAMM;ZBP1;ZNF385B
NA,Activated fibroblasts CCL19+ ADAMADEC1+;ADAMDEC1;AHNAK2;AKT3;APOL1;BAG1;BLVRA;C1S;CCDC92;CCL19;CCL2;CCL8;CEBPD;CES1;EPSTI1;FAM46A;Fibroblasts ADAMDEC1+;Fibroblasts NPY+ SLITRK6+;FNDC3B;GBP1;GBP2;GEM;IFI35;IFIT2;IL1R1;LGALS3;MAB21L2;MAFB;MCL1;Myofibroblasts GREM1+ GREM2+;Myofibroblasts HHIP+ NPNT+;OPTN;PHF11;RARRES3;RGS1;RPL22;SCARB2;SPATS2L;SPSB1;STAT1;SUN2;TBX3;TIMP1;TNFAIP3;TRIM5;TYMP;VMP1
NA,ABTB2;ACSL1;ADAR;ADM;AIM2;ALDH1A1;ALYREF;AMPH;ANGPTL1;ANKFY1;ANKRD22;APOBEC3A;APOL2;AQP9;ARG2;ARNTL;ATF3;ATP10D;B2M;B4GALT5;BATF2;BCL2L14;BCL3;BTN3A3;BUB1;C10orf10;C15orf48;C22orf28;C4orf33;C5orf27;C9orf91;CASP7;CCDC109B;CCL4;CCL5;CCNA1;CCR1;CD163;CD274;CD38;CD69;CD80;CFB;CLEC4D;CLEC4E;CMAHP;COMMD3;CPT1A;CREB3L3;CRP;CRY1;CSRNP1;CTCFL;CXCL10;CXCL11;CXCL9;DCP1A;DDIT4;DDX58;DDX60;DTX3L;EIF3L;Endothelial cells DARC+;ENPP1;ETV6;ETV7;EXT1;FAM134B;FCGR1A;FFAR2;Fibroblasts KCNN3+ LY6H+;Fibroblasts SFRP2+ SLPI+;Fibroblasts SMOC2+ PTGIS+;FKBP5;FNDC4;FTSJD2;FUT4;FZD5;G6PC;GAK;GALNT2;GBA;GBP3;GBP5;GCH1;GK;Glial cells;GLRX;GPX2;GZMB;HERC6;HESX1;HLA-G;HSH2D;IDO1;IFI30;IFIT5;IFNLR1;IL15;IL15RA;IL17RB;IL1RN;IMPA2;Inflammatory fibroblasts IL11+ CHI3L1+;IRF2;JAK2;JUNB;KIAA0040;LAMP3;LGMN;LPCAT1;Lymphatics;MAP3K14;MAP3K5;MARCKS;MASTL;MAX;MB21D1;MCOLN2;MICB;MKX;MSR1;MT1F;MT1H;MT1M;MT1X;MTHFD2L;MVB12B;MYD88;MYOF;NAMPT;NAPA;NCF1;NCOA3;NDC80;NEURL3;NFIL3;NMI;NOD2;NPAS2;NT5C3;OASL;ODC1;OGFR;P2RY6;PADI2;PARP9;PDGFRL;PDK1;Pericytes HIGD1B+ STEAP4+;Pericytes RERGL+ NTRK2+;PFKFB3;PHF15;PI4K2B;PLIN2;PMAIP1;PMM2;PNPT1;PNRC1;PPM1K;PUS1;PXK;RASSF4;RBCK1;RBM25;RNASE4;RNF19B;RNF213;RTP4;S100A8;SAA1;SAMD4A;SAMHD1;SCO2;SECTM1;SERPINB9;SERPINE1;SERPING1;SIRPA;SLC15A3;SLC16A1;SLC1A1;SLC25A28;SLC25A30;SMAD3;SNN;SOCS1;ST3GAL4;STAP1;STARD5;STEAP4;Stromal Cycling cells;TAGAP;TAP2;TDRD7;TFEC;TLK2;TLR3;TMEM140;TMEM255A;TMEM51;TNFAIP6;TNFRSF10A;TNFSF13B;TRAFD1;TRIM14;TRIM21;TRIM25;TRIM34;TXNIP;ULK4;UNC93B1;UPP2;WHAMM;ZBP1;ZNF385B
NA,ABLIM3;ADAR;ALYREF;ANXA2R;B2M;B4GALT5;BCL3;BTN3A3;C10orf10;CASP7;CCL5;CDKN1A;CHMP5;CPT1A;CRY1;CX3CL1;CYP1B1;DDIT4;DDX60;DUSP5;EHD4;Endothelial cells CA4+ CD36+;Endothelial cells DARC+;GBP4;GCA;GJA4;Glial cells;GLRX;IFI44L;IRF2;IRF7;IRF9;ISG15;LIPA;MT1G;MYOF;NAMPT;NAPA;NCF1;NCOA3;Pericytes HIGD1B+ STEAP4+;Pericytes RERGL+ NTRK2+;PI4K2B;PMAIP1;PML;PNPT1;PNRC1;PRKD2;PSMB8;SLC16A1;SOCS2;SPTLC2;STEAP4;TCF7L2;TNFSF10;TREX1;TRIM25;UBE2L6;VEGFC;WARS;XAF1
NA,ADAR;ALYREF;B2M;B4GALT5;BCL3;BTN3A3;C10orf10;CASP7;CCL5;CPT1A;CRY1;DDIT4;DDX60;Endothelial cells DARC+;Glial cells;GLRX;IRF2;MYOF;NAMPT;NAPA;NCF1;NCOA3;Pericytes HIGD1B+ STEAP4+;Pericytes RERGL+ NTRK2+;PI4K2B;PMAIP1;PNPT1;PNRC1;SLC16A1;STEAP4;TRIM25
NA,ABTB2;ACSL1;ADAR;ADM;AIM2;ALDH1A1;ALYREF;AMPH;ANGPTL1;ANKFY1;ANKRD22;APOBEC3A;APOL2;AQP9;ARG2;ARNTL;ATF3;ATP10D;B2M;B4GALT5;BATF2;BCL2L14;BCL3;BTN3A3;BUB1;C10orf10;C15orf48;C22orf28;C4orf33;C5orf27;C9orf91;CASP7;CCDC109B;CCL4;CCL5;CCNA1;CCR1;CD163;CD274;CD38;CD69;CD80;CFB;CLEC4D;CLEC4E;CMAHP;COMMD3;CPT1A;CREB3L3;CRP;CRY1;CSRNP1;CTCFL;CXCL10;CXCL11;CXCL9;DCP1A;DDIT4;DDX58;DDX60;DTX3L;EIF3L;Endothelial cells DARC+;ENPP1;ETV6;ETV7;EXT1;FAM134B;FCGR1A;FFAR2;Fibroblasts KCNN3+ LY6H+;Fibroblasts SFRP2+ SLPI+;Fibroblasts SMOC2+ PTGIS+;FKBP5;FNDC4;FTSJD2;FUT4;FZD5;G6PC;GAK;GALNT2;GBA;GBP3;GBP5;GCH1;GK;Glial cells;GLRX;GPX2;GZMB;HERC6;HESX1;HLA-G;HSH2D;IDO1;IFI30;IFIT5;IFNLR1;IL15;IL15RA;IL17RB;IL1RN;IMPA2;Inflammatory fibroblasts IL11+ CHI3L1+;IRF2;JAK2;JUNB;KIAA0040;LAMP3;LGMN;LPCAT1;Lymphatics;MAP3K14;MAP3K5;MARCKS;MASTL;MAX;MB21D1;MCOLN2;MICB;MKX;MSR1;MT1F;MT1H;MT1M;MT1X;MTHFD2L;MVB12B;MYD88;MYOF;NAMPT;NAPA;NCF1;NCOA3;NDC80;NEURL3;NFIL3;NMI;NOD2;NPAS2;NT5C3;OASL;ODC1;OGFR;P2RY6;PADI2;PARP9;PDGFRL;PDK1;Pericytes HIGD1B+ STEAP4+;Pericytes RERGL+ NTRK2+;PFKFB3;PHF15;PI4K2B;PLIN2;PMAIP1;PMM2;PNPT1;PNRC1;PPM1K;PUS1;PXK;RASSF4;RBCK1;RBM25;RNASE4;RNF19B;RNF213;RTP4;S100A8;SAA1;SAMD4A;SAMHD1;SCO2;SECTM1;SERPINB9;SERPINE1;SERPING1;SIRPA;SLC15A3;SLC16A1;SLC1A1;SLC25A28;SLC25A30;SMAD3;SNN;SOCS1;ST3GAL4;STAP1;STARD5;STEAP4;Stromal Cycling cells;TAGAP;TAP2;TDRD7;TFEC;TLK2;TLR3;TMEM140;TMEM255A;TMEM51;TNFAIP6;TNFRSF10A;TNFSF13B;TRAFD1;TRIM14;TRIM21;TRIM25;TRIM34;TXNIP;ULK4;UNC93B1;UPP2;WHAMM;ZBP1;ZNF385B
NA,ABLIM3;ADAR;ALYREF;ANXA2R;B2M;B4GALT5;BCL3;BTN3A3;C10orf10;CASP7;CCL5;CDKN1A;CHMP5;CPT1A;CRY1;CX3CL1;CYP1B1;DDIT4;DDX60;DUSP5;EHD4;Endothelial cells CA4+ CD36+;Endothelial cells DARC+;GBP4;GCA;GJA4;Glial cells;GLRX;IFI44L;IRF2;IRF7;IRF9;ISG15;LIPA;MT1G;MYOF;NAMPT;NAPA;NCF1;NCOA3;Pericytes HIGD1B+ STEAP4+;Pericytes RERGL+ NTRK2+;PI4K2B;PMAIP1;PML;PNPT1;PNRC1;PRKD2;PSMB8;SLC16A1;SOCS2;SPTLC2;STEAP4;TCF7L2;TNFSF10;TREX1;TRIM25;UBE2L6;VEGFC;WARS;XAF1
NA,ADAR;ALYREF;B2M;B4GALT5;BCL3;BTN3A3;C10orf10;CASP7;CCL5;CPT1A;CRY1;DDIT4;DDX60;Endothelial cells DARC+;Glial cells;GLRX;IRF2;MYOF;NAMPT;NAPA;NCF1;NCOA3;Pericytes HIGD1B+ STEAP4+;Pericytes RERGL+ NTRK2+;PI4K2B;PMAIP1;PNPT1;PNRC1;SLC16A1;STEAP4;TRIM25
NA,ABTB2;ACSL1;ADAR;ADM;AIM2;ALDH1A1;ALYREF;AMPH;ANGPTL1;ANKFY1;ANKRD22;APOBEC3A;APOL2;AQP9;ARG2;ARNTL;ATF3;ATP10D;B2M;B4GALT5;BATF2;BCL2L14;BCL3;BTN3A3;BUB1;C10orf10;C15orf48;C22orf28;C4orf33;C5orf27;C9orf91;CASP7;CCDC109B;CCL4;CCL5;CCNA1;CCR1;CD163;CD274;CD38;CD69;CD80;CFB;CLEC4D;CLEC4E;CMAHP;COMMD3;CPT1A;CREB3L3;CRP;CRY1;CSRNP1;CTCFL;CXCL10;CXCL11;CXCL9;DCP1A;DDIT4;DDX58;DDX60;DTX3L;EIF3L;Endothelial cells DARC+;ENPP1;ETV6;ETV7;EXT1;FAM134B;FCGR1A;FFAR2;Fibroblasts KCNN3+ LY6H+;Fibroblasts SFRP2+ SLPI+;Fibroblasts SMOC2+ PTGIS+;FKBP5;FNDC4;FTSJD2;FUT4;FZD5;G6PC;GAK;GALNT2;GBA;GBP3;GBP5;GCH1;GK;Glial cells;GLRX;GPX2;GZMB;HERC6;HESX1;HLA-G;HSH2D;IDO1;IFI30;IFIT5;IFNLR1;IL15;IL15RA;IL17RB;IL1RN;IMPA2;Inflammatory fibroblasts IL11+ CHI3L1+;IRF2;JAK2;JUNB;KIAA0040;LAMP3;LGMN;LPCAT1;Lymphatics;MAP3K14;MAP3K5;MARCKS;MASTL;MAX;MB21D1;MCOLN2;MICB;MKX;MSR1;MT1F;MT1H;MT1M;MT1X;MTHFD2L;MVB12B;MYD88;MYOF;NAMPT;NAPA;NCF1;NCOA3;NDC80;NEURL3;NFIL3;NMI;NOD2;NPAS2;NT5C3;OASL;ODC1;OGFR;P2RY6;PADI2;PARP9;PDGFRL;PDK1;Pericytes HIGD1B+ STEAP4+;Pericytes RERGL+ NTRK2+;PFKFB3;PHF15;PI4K2B;PLIN2;PMAIP1;PMM2;PNPT1;PNRC1;PPM1K;PUS1;PXK;RASSF4;RBCK1;RBM25;RNASE4;RNF19B;RNF213;RTP4;S100A8;SAA1;SAMD4A;SAMHD1;SCO2;SECTM1;SERPINB9;SERPINE1;SERPING1;SIRPA;SLC15A3;SLC16A1;SLC1A1;SLC25A28;SLC25A30;SMAD3;SNN;SOCS1;ST3GAL4;STAP1;STARD5;STEAP4;Stromal Cycling cells;TAGAP;TAP2;TDRD7;TFEC;TLK2;TLR3;TMEM140;TMEM255A;TMEM51;TNFAIP6;TNFRSF10A;TNFSF13B;TRAFD1;TRIM14;TRIM21;TRIM25;TRIM34;TXNIP;ULK4;UNC93B1;UPP2;WHAMM;ZBP1;ZNF385B
